startTime,renormalTime,eventType,eventText,event,status,faultDuration,serialNum
2024-02-14 14:05:32,2024-02-14 16:04:55,WARNING,No AC Connection,W016,CLOSE,1.99,2453530335
2024-02-15 14:03:25,2024-02-15 16:07:47,WARNING,No AC Connection,W016,CLOSE,2.07,2453530335
2024-02-15 22:10:59,2024-02-16 00:05:24,WARNING,No AC Connection,W016,CLOSE,1.91,2453530335
2024-02-16 22:08:43,2024-02-17 00:03:06,WARNING,No AC Connection,W016,CLOSE,1.91,2453530335
2024-02-17 04:11:52,2024-02-17 05:06:35,WARNING,No AC Connection,W016,CLOSE,0.91,2453530335
2024-02-18 04:02:32,2024-02-18 04:37:19,WARNING,No AC Connection,W016,CLOSE,0.58,2453530335
2024-02-19 17:11:11,2024-02-19 17:31:04,WARNING,EPS Over load,W028,CLOSE,0.33,2453530335
2024-02-19 17:36:02,2024-02-19 17:45:58,WARNING,EPS Over load,W028,CLOSE,0.17,2453530335
2024-02-19 20:05:18,2024-02-19 22:04:41,WARNING,No AC Connection,W016,CLOSE,1.99,2453530335
2024-02-20 20:08:01,2024-02-20 22:02:24,WARNING,No AC Connection,W016,CLOSE,1.91,2453530335
2024-02-21 02:11:09,2024-02-21 04:10:34,WARNING,No AC Connection,W016,CLOSE,1.99,2453530335
2024-02-21 03:15:50,2024-02-21 05:10:15,WARNING,Battery voltage low,W026,CLOSE,1.91,2453530335
2024-02-22 02:08:41,2024-02-22 04:03:05,WARNING,No AC Connection,W016,CLOSE,1.91,2453530335
2024-02-22 10:11:10,2024-02-22 12:05:35,WARNING,No AC Connection,W016,CLOSE,1.91,2453530335
2024-02-22 18:18:40,2024-02-22 20:13:07,WARNING,No AC Connection,W016,CLOSE,1.91,2453530335
2024-02-23 02:11:13,2024-02-23 04:10:33,WARNING,No AC Connection,W016,CLOSE,1.99,2453530335
2024-02-23 10:33:33,2024-02-23 12:13:07,WARNING,No AC Connection,W016,CLOSE,1.66,2453530335
2024-02-23 18:06:10,2024-02-23 20:10:34,WARNING,No AC Connection,W016,CLOSE,2.07,2453530335
2024-02-24 02:18:33,2024-02-24 04:07:59,WARNING,No AC Connection,W016,CLOSE,1.82,2453530335
2024-02-24 10:06:09,2024-02-24 12:00:35,WARNING,No AC Connection,W016,CLOSE,1.91,2453530335
2024-02-24 18:04:41,2024-02-24 20:03:14,WARNING,No AC Connection,W016,CLOSE,1.98,2453530335
2024-02-25 00:06:55,2024-02-25 02:06:17,WARNING,No AC Connection,W016,CLOSE,1.99,2453530335
2024-02-26 08:07:07,2024-02-26 10:01:31,WARNING,No AC Connection,W016,CLOSE,1.91,2453530335
2024-02-27 00:17:11,2024-02-27 00:27:07,WARNING,No AC Connection,W016,CLOSE,0.17,2453530335
2024-02-27 08:04:43,2024-02-27 10:04:07,WARNING,No AC Connection,W016,CLOSE,1.99,2453530335
2024-02-27 16:07:11,2024-02-27 18:09:10,WARNING,No AC Connection,W016,CLOSE,2.03,2453530335
2024-02-29 22:05:18,2024-03-01 00:19:37,WARNING,No AC Connection,W016,CLOSE,2.24,2453530335
